data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
7209238,152,CHI4386,4386,2020-09-08,2020,1,Violence against civilians,Attack,Mapuche Indigenous Militia (Chile),,4,Civilians (Chile),,7,47,South America,Chile,Biobio,Arauco,Canete,Paicavi Grande,-37.8438,-73.4390,1,La Nacion (Chile); Biobio Chile,Subnational-National,"On 8 September 2020, in Paicavi Grande, Biobio region, a group of suspected Mapuche indigenous militiamen opened fire against a group of civilians who were hanging out near an area where minutes before militiamen carried out an arson attack. Pamphlets demanding the release of arrested Mapuche individuals were found in the area. Witnesses claimed the armed men stopped the vehicles were they were escaping and shot dead one person.",1,1600119127,CHL
7209239,152,CHI4387,4387,2020-09-08,2020,2,Protests,Peaceful protest,Protesters (Venezuela),Protesters (Chile); Government of Chile (2018-),6,,,0,60,South America,Chile,Metropolitana,Santiago,Providencia,Providencia,-33.4311,-70.6045,1,Biobio Chile; La Nacion (Chile),National,"Around 8 September 2020, in Providencia, Metropolitana, hundreds of stranded Venezuelan citizens protested to demand support from their embassy to return to their country, since they have been unable to returns since the beginning of the coronavirus pandemic. The group marched to deliver a letter to the ambassador in charge. The mayor of the commune of Providencia participated in the event. [size=hundreds]",0,1600119127,CHL
7209236,152,CHI4383,4383,2020-09-06,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),Civilians (Chile); Labour Group (Chile),1,15,South America,Chile,Coquimbo,Elqui,Coquimbo,Coquimbo,-29.9533,-71.3395,1,La Nacion (Chile); El Dia (Chile),National,"On 6 September 2020, in Coquimbo, Coquimbo region, a group of nearly 50 demonstrators broke into the local market and destroyed furniture and products that belonged to local salesmen. The group clashed with police forces when the second evicted the demonstrators from the building. 24 people were arrested and a police officer was registered injured. The motives of the demonstration are not clear, but authorities suspected it is in connection with a legal process to demolish the building. [size=nearly 50]",0,1600119127,CHL
7209283,152,CHI4381,4381,2020-09-06,2020,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),5,,,0,50,South America,Chile,Los Rios,Valdivia,Valdivia,Calfuco,-39.7822,-73.3892,1,Biobio Chile,National,"On 6 September 2020, in Calfuco, Los Rios region, citizens and Mapuche people demonstrated to demand improvements in the road that connects the hamlet with the city of Valdivia. The group claimed the road had collapsed several times, affecting the mobilization of the town's residents. Additionally, the group claimed delays in the payments for the expropriation of territories used to built such road. The group blocked the traffic with a barricade for several hours. [size=no report]",0,1600119127,CHL
7209627,152,CHI4384,4384,2020-09-06,2020,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,4,Civilians (Chile),,7,47,South America,Chile,Biobio,Arauco,Canete,Peleco,-37.8701,-73.3778,1,La Nacion (Chile),National,"On 6 September 2020, in Peleco, Biobio region, suspected indigenous militiamen set on fire a private house. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. No people were injured in the event. Pamphlets demanding the release of arrested Mapuche individuals were found in the area.",0,1600119128,CHL
7209628,152,CHI4382,4382,2020-09-06,2020,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,4,Civilians (Chile),Farmers (Chile),7,47,South America,Chile,Biobio,Arauco,Contulmo,Contulmo,-38.0156,-73.2299,2,La Nacion (Chile),National,"On 6 September 2020, in the rural area of Contulmo, Biobio region, suspected indigenous militiamen set on fire a barn and a private house. The structures were located near the boundary between the communes of Contulmo and Canete. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights.",0,1600119128,CHL
7184422,152,CHI4375,4375,2020-09-05,2020,1,Protests,Protest with intervention,Protesters (Chile),Health Workers (Chile),6,Police Forces of Chile (2018-),,1,16,South America,Chile,Metropolitana,Santiago,Providencia,Providencia,-33.4311,-70.6045,1,24 Horas (Chile),National,"On 5 September 2020, in Providencia, Metropolitana, a group of nearly 50 nurses and health technicians protested to demand formal recognition of their degrees in the National Health Code. The group claimed this change would improve their work conditions. Police forces used water cannons to disperse protesters. [size=nearly 50]",0,1599517444,CHL
7209396,152,CHI4380,4380,2020-09-05,2020,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),6,,,0,60,South America,Chile,Coquimbo,Elqui,Coquimbo,Coquimbo,-29.9533,-71.3395,1,El Dia (Chile),National,"On 5 September 2020, in Coquimbo, Coquimbo region, a group of nurses and health technicians protested to demand formal recognition of their degrees in the National Health Code. The group claimed this change would improve their work conditions. Protesters gathered near the local hospital to raise awareness about their demands. [size=no report]",0,1600119127,CHL
7184327,152,CHI4374,4374,2020-09-05,2020,1,Protests,Protest with intervention,Protesters (Chile),,6,Police Forces of Chile (2018-),,1,16,South America,Chile,Metropolitana,Santiago,Las Condes,Las Condes,-33.3667,-70.4969,1,24 Horas (Chile); Biobio Chile,National,"On 5 September 2020, in Las Condes, Metropolitana, a group of more than 50 citizens protested against the implementation of a new constitution in the country. On the eve of a referendum to change the current constitution, a group of citizens gathered near the main square and chanted slogans against-the approval. Police arrested three people. [size=more than 50]",0,1599517444,CHL
7184586,152,CHI4376,4376,2020-09-05,2020,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile); Women (Chile),6,,,0,60,South America,Chile,Los Rios,Valdivia,Valdivia,Valdivia,-39.8142,-73.2459,1,Biobio Chile,National,"On 5 September 2020, in Valdivia, Los Rios region, a group of nurses and health technicians protested to demand formal recognition of their degrees in the National Health Code. The group claimed this change would improve their work conditions. Protesters marched to the city's main square. [size=no report]",0,1599517444,CHL
7209394,152,CHI4379,4379,2020-09-04,2020,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),6,,,0,60,South America,Chile,O'Higgins,Cachapoal,Rancagua,Rancagua,-34.1708,-70.7444,1,El Dia (Chile),National,"On 4 September 2020, in Rancagua, O'Higgins region, a group of nurses and health technicians protested to demand formal recognition of their degrees in the National Health Code. The group claimed this change would improve their work conditions. Protesters gathered to raise awareness about their demands. [size=no report]",0,1600119127,CHL
7209395,152,CHI4378,4378,2020-09-04,2020,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),6,,,0,60,South America,Chile,Coquimbo,Limari,Ovalle,Ovalle,-30.6045,-71.1965,1,El Dia (Chile),National,"On 4 September 2020, in Ovalle, Coquimbo region, a group of nurses and health technicians protested to demand formal recognition of their degrees in the National Health Code. The group claimed this change would improve their work conditions. Protesters gathered to raise awareness about their demands. [size=no report]",0,1600119127,CHL
7184326,152,CHI4373,4373,2020-09-04,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,Providencia,Providencia,-33.4311,-70.6045,1,24 Horas (Chile); AFP; Biobio Chile,National-International,"On 4 September 2020, in Providencia, Metropolitana, more than 100 citizens staged a pot-banging demonstration over general discontent with the government. The group blocked the traffic and demanded improvements in healthcare, education system, pensions, among other things. Police Forces of Chile used tear gas and water cannons to disperse the demonstrators. While some sources claimed the event was nonviolent, another reported clashes between demonstrators and police officers, and stated that nearly 400 people participated in the demonstration. [size=more than 100-nearly 400]",0,1599517444,CHL
7184568,152,CHI4372,4372,2020-09-03,2020,2,Protests,Peaceful protest,Protesters (Chile),Government of Chile (2018-),6,,,0,60,South America,Chile,Biobio,Concepcion,Coronel,Coronel,-37.0343,-73.1383,1,Biobio Chile,Subnational,"Around 3 September 2020, in Coronel, Biobio region, a group of nearly 30 citizens, including the mayor, protested against the construction of an oil terminal in the commune. The group raised concerns about the environmental impact of the project. The protest was organized during the visit of a government official to the town. [size=nearly 30]",0,1599517444,CHL
7184567,152,CHI4371,4371,2020-09-02,2020,2,Protests,Peaceful protest,Protesters (Chile),Teachers (Chile),6,,,0,60,South America,Chile,Valparaiso,Valparaiso,Vina del Mar,Vina del Mar,-33.0246,-71.5518,1,Biobio Chile,National,"Around 2 September 2020, in Vina del Mar, Valparaiso region, teachers and parents from a local school protested against the shutdown of the institution. The group reported mismanagement of resources by school administrators and demanded an audit. [size=no report]",0,1599517444,CHL
7184614,152,CHI4369,4369,2020-09-02,2020,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,4,Civilians (Chile),Labour Group (Chile),7,47,South America,Chile,Biobio,Arauco,Contulmo,San Ernesto,-37.9297,-73.2159,1,Biobio Chile,Subnational,"On 2 September 2020, in San Ernesto, Biobio region, suspected indigenous militiamen set on fire at least five vehicles and pieces of equipment that belonged to a logging company. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights.",0,1599517444,CHL
7184616,152,CHI4367,4367,2020-09-02,2020,2,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Biobio,Biobio,Los Angeles,Los Angeles,-37.4697,-72.3537,1,Biobio Chile,Subnational,"Around 2 September 2020, in Los Angeles, Biobio region, restaurant owners protested over the lack of financial support during the coronavirus pandemic. The group marched to the city hall to demand government measures to mitigate the economic crisis that affect private businesses. [size=no report]",0,1599517444,CHL
7184626,152,CHI4370,4370,2020-09-02,2020,1,Protests,Peaceful protest,Protesters (Chile),Women (Chile),6,,,0,60,South America,Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.0360,-71.6296,1,Biobio Chile,National,"On 2 September 2020, in Valparaiso, Valparaiso region, a group of nearly 100 women joined a burial ceremony to protest against a case of sexual and gender violence against a 16-year-old teenager. The group organized a motorcade with motorcycles and wore purple bandannas to raise awareness against gender violence in the country. [size=nearly 100]",0,1599517444,CHL
7184629,152,CHI4368,4368,2020-09-02,2020,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,4,Civilians (Chile),,7,47,South America,Chile,Biobio,Arauco,Tirua,Quidico,-38.2502,-73.4864,1,Biobio Chile,Subnational,"On 2 September 2020, in Quidico, Biobio region, suspected indigenous militiamen set on fire two private houses. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. No people were injured in the event.",0,1599517444,CHL
7184574,152,CHI4366,4366,2020-09-01,2020,1,Battles,Armed clash,Indigenous Militia (Chile),,4,Police Forces of Chile (2018-),,1,14,South America,Chile,Biobio,Arauco,Tirua,Tirua,-38.3418,-73.4915,2,Biobio Chile,Subnational,"On 1 September 2020, in the rural area of Tirua, Biobio region, suspected indigenous militiamen ambushed a police unit. The police vehicle was forced to stop due to a barricade on the road, subsequently, perpetrators opened fire against the officers. No injures were reported.",0,1599517444,CHL
